Calibration traffic started at 2026-04-19T16:29:21.087651
Duration: 3600s (1h)
Patterns per cycle: 22

[cycle 400] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 400] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 400] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 400] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 400] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 400] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 400] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 400] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 400] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 400] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 500] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 500] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 500] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 500] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 500] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 500] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 500] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 600] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 600] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 600] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 600] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 600] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 600] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 600] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[1538s elapsed] cycle=600
[cycle 700] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 700] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 700] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 700] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 700] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 700] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 700] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 800] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 800] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 800] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 800] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 800] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 800] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 800] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 900] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 900] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 900] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 900] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 900] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 900] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 900] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[2305s elapsed] cycle=900
[cycle 1000] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 1000] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 1000] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1000] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1000] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1000] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 1000] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 1100] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 1100] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 1100] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1100] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1100] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1100] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 1100] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 1200] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 1200] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 1200] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1200] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1200] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1200] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 1200] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[3076s elapsed] cycle=1200
[cycle 1300] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 1300] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 1300] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1300] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1300] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1300] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 1300] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0
[cycle 1400] curl -s -A 'Mozilla/5.0' http://localhost:8080/ > /dev/null → rc=0
[cycle 1400] curl -s http://10.88.0.11:8080/ > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.12:8080/ > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.13:8080/ > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.14:8080/ > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.16:8080/   > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.18:8080/    > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.22:8080/    > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.24:8080/  > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.23:8080/    > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.17:8080/   > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.15:8080/ > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.19:8080/     > /dev/null || true → rc=0
[cycle 1400] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1400] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1400] nc -z -w1 10.88.0.20 6379    2>/dev/null || true → rc=0
[cycle 1400] nc -z -w1 10.88.0.21 5432 2>/dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.27:8080/   > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.28:9090/      > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.29:3000/   > /dev/null || true → rc=0
[cycle 1400] curl -s http://10.88.0.26:8080/    > /dev/null || true → rc=0

Calibration traffic ended. Total cycles: 1404
